pub_date	title	venue	excerpt	citation	url_slug	paper_url
2022-10-01	Comparing the neutral hydrogen and the dark matter distributions using a representative mock Universe	Journal of Astrophysics	This paper compares the distributions of neutral hydrogen and dark matter using a representative mock Universe.	Andry, N.H.M., Rafieferantsoa, M.H., & Andrianomena, S.H. (2023). "Comparing the neutral hydrogen and the dark matter distributions using a representative mock Universe." <i>Journal of Astrophysics</i>.	comparing-neutral-hydrogen-dark-matter-distributions	https://www.slac.stanford.edu/econf/C221102/proceed22/andry-nmh.pdf
